UT,AB
WOS:000383326100009,"During the past three decades, many countries have lifted restrictions on cross-border financial transactions. We present a simple model that can account for the observed effects of financial globalization. The model emphasizes the role of imperfect enforcement of domestic debts and the interactions between domestic and foreign debts. Financial globalization can lead to a variety of outcomes: (i) domestic capital flight and ambiguous effects on net capital flows, investment, and growth; (ii) capital inflows and higher investment and growth; or (iii) volatile capital flows and unstable domestic financial markets. The model shows how the effects of financial globalization depend on the level of development, productivity, domestic savings, and the quality of institutions."
WOS:000371602500006,"The incentives of political agents to enforce tax collection are key determinants of the levels of compliance. We study the electoral response to the Ghost Buildings program, a nationwide anti tax evasion policy in Italy that used innovative monitoring technologies to target buildings hidden from tax authorities. The program induced monetary and non-monetary benefits for non-evaders and an increase in local government expenditures. A one standard deviation increase in town-level program intensity leads to a 4.8% increase in local incumbent reelection rates. In addition, these political returns are higher in areas with lower tax evasion tolerance and with higher efficiency of public good provision, implying complementarity among enforcement policies, the underlying tax culture, and the quality of the government."
WOS:000354733000011,
WOS:000351525000004,"A rising share of employees now regularly engage in working from home (WFH), but there are concerns this can lead to ""shirking from home."" We report the results of a WFH experiment at Ctrip, a 16,000-employee, NASDAQ-listed Chinese travel agency. Call center employees who volunteered to WFH were randomly assigned either to work from home or in the office for nine months. Home working led to a 13% performance increase, of which 9% was from working more minutes per shift (fewer breaks and sick days) and 4% from more calls per minute (attributed to a quieter and more convenient working environment). Home workers also reported improved work satisfaction, and their attrition rate halved, but their promotion rate conditional on performance fell. Due to the success of the experiment, Ctrip rolled out the option to WFH to the whole firm and allowed the experimental employees to reselect between the home and office. Interestingly, over half of them switched, which led to the gains from WFH almost doubling to 22%. This highlights the benefits of learning and selection effects when adopting modern management practices like WFH. JEL Codes: D24, L23, L84, M11, M54, O31."
WOS:001065157900001,"Books shape how children learn about society and norms, in part through representation of different characters. We use computational tools to characterize representation in children's books widely read in homes, classrooms, and libraries over the past century and describe economic forces that may contribute to these patterns. We introduce new artificial intelligence methods for systematically converting images into data. We apply these tools, alongside text analysis methods, to measure skin color, race, gender, and age in the content of these books, documenting what has changed and what has endured over time. We find underrepresentation of Black and Latinx people in the most influential books, relative to their population shares, though representation of Black individuals increases over time. Females are also increasingly present but appear less often in text than in images, suggesting greater symbolic inclusion in pictures than substantive inclusion in stories. Characters in these influential books have lighter average skin color than in other books, even after conditioning on race, and children are depicted with lighter skin color than adults on average. We present empirical analysis of related economic behavior to better understand the representation we find in these books. On the demand side, we show that people consume books that center their own identities and that the types of children's books purchased correlate with local political beliefs. On the supply side, we document higher prices for books that center nondominant social identities and fewer copies of these books in libraries that serve predominantly White communities."
WOS:000999691800001,"This article shows how the migration of millions of Southern whites in the twentieth century shaped the cultural and political landscape across the United States. Racially and religiously conservative, Southern white migrants created new electoral possibilities for a broad-based coalition with economic conservatives. With their considerable geographic scope, these migrants hastened partisan realignment and helped catalyze and bolster a New Right movement with national influence over the long run. More than just augmenting the conservative voter base outside the South, they influenced non-Southerners by building evangelical churches, diffusing right-wing media, and mixing through intermarriage and residential integration. Tracking non-Southern households, we show that exposure to Southern white neighbors increased adoption of conservative religious norms. Overall, our findings suggest that this mass migration blurred the North-South cultural divide and reshaped the geography of conservatism in the United States."
WOS:000855414400001,"We develop a new data set to study asset specificity among nonfinancial firms. Our data cover the liquidation values of each category of assets on firms' balance sheets and provides information across major industries. First, we find that nonfinancial firms have high asset specificity. For example, the liquidation value of fixed assets is 35% of the net book value in the average industry. Second, we analyze the determinants of asset specificity and document that assets' physical attributes (e.g., mobility, durability, and customization) play a crucial role. Third, we investigate several implications. Consistent with theories of investment irreversibility, high asset specificity is associated with less disinvestment and stronger effects of uncertainty on investment activities. We also find that the increasing prevalence of intangible assets has not significantly reduced firms' liquidation values."
WOS:000770421700001,"We estimate the slope of the Phillips curve in the cross section of U.S. states using newly constructed state-level price indices for nontradeable goods back to 1978. Our estimates indicate that the slope of the Phillips curve is small and was small even during the early 1980s. We estimate only a modest decline in the slope of the Phillips curve since the 1980s. We use a multiregion model to infer the slope of the aggregate Phillips curve from our regional estimates. Applying our estimates to recent unemployment dynamics yields essentially no missing disinflation or missing reinflation over the past few business cycles. Our results imply that the sharp drop in core inflation in the early 1980s was mostly due to shifting expectations about long-run monetary policy as opposed to a steep Phillips curve, and the greater stability of inflation between 1990 and 2020 is mostly due to long-run inflation expectations becoming more firmly anchored."
WOS:000728439200010,"Should policy communications aim at anchoring expectations of the policy instrument (""keep interest rates at zero until date tau"") or of the targeted outcome (""do whatever it takes to bring unemployment down to y%"")? We study how the optimal approach depends on a departure from rational expectations. People have limited depth of knowledge and rationality, or form otherwise distorted beliefs about the behavior of others and the general equilibrium (GE) effects of policy. The bite of this distortion on implementability and welfare is minimized by target-based guidance if and only if GE feedback is strong enough. This offers a rationale for why central banks should shine the spotlight on unemployment when faced with a prolonged liquidity trap, a steep Keynesian cross, or a large financial accelerator."
WOS:000743312400005,"Does flexible pay increase the gender wage gap? To answer this question, we analyze the wages of public school teachers in Wisconsin, where a 2011 reform allowed school districts to set teachers' pay more flexibly and engage in individual negotiations. Using quasi-exogenous variation in the timing of the introduction of flexible pay, driven by the expiration of preexisting collective-bargaining agreements, we show that flexible pay lowered the salaries of women compared with men with the same credentials. This gap is larger for younger teachers and smaller for teachers working under a female principal or superintendent. Survey evidence suggests that the gap is partly driven by women engaging less frequently in negotiations over pay, especially when the counterpart is a man. The gap is unlikely to be driven by observable gender differences in job mobility or teacher ability, although the threat of moving and a high demand for male teachers could exacerbate it. Our results suggest that pay discretion and wage bargaining are important determinants of the gender wage gap and that institutions, such as unions, might help narrow this gap."
WOS:000642334600004,"This article describes a new fact, then analyzes its causes and consequences: in most countries, import tariffs and nontariff barriers are substantially lower on dirty than on clean industries, where an industry's ""dirtiness"" is defined as its carbon dioxide (CO2) emissions per dollar of output. This difference in trade policy creates a global implicit subsidy to CO2 emissions in internationally traded goods and contributes to climate change. This global implicit subsidy to CO2 emissions totals several hundred billion dollars annually. The greater protection of downstream industries, which are relatively clean, substantially accounts for this pattern. The downstream pattern can be explained by theories where industries lobby for low tariffs on their inputs but final consumers are poorly organized. A quantitative general equilibrium model suggests that if countries applied similar trade policies to clean and dirty goods, global CO2 emissions would decrease and global real income would change little."
WOS:000544015700008,"Several scholars argue that high agricultural productivity can retard industrial development because it draws resources toward the comparative advantage sector, agriculture. However, agricultural productivity growth can increase savings and the supply of capital, generating an expansion of the capital-intensive sector, manufacturing. We highlight this mechanism in a simple model and test its predictions in the context of a large and exogenous increase in agricultural productivity due to the adoption of genetically engineered soy in Brazil. We find that agricultural productivity growth generated an increase in savings, but these were not reinvested locally. Instead, there were capital outflows from rural areas. Capital reallocated toward urban regions, where it was invested in the industrial and service sectors. The degree of financial integration affected the speed of structural transformation. Regions that were more financially integrated with soy-producing areas through bank branch networks experienced faster growth in nonagricultural lending. Within these regions, firms with preexisting relationships with banks receiving funds from the soy area experienced faster growth in borrowing and employment."
WOS:000489162100004,"This article examines how product innovations led to inflation inequality in the United States from 2004 to 2015. Using scanner data from the retail sector, I find that annual inflation for retail products was 0.661 (std. err. 0.0535) percentage points higher for the bottom income quintile relative to the top income quintile. When including changes in product variety over time, this difference increases to 0.8846 (std. err. 0.0739) percentage points a year. In CEX-CPI data covering the full consumption basket, the annual inflation difference is 0.368 (std. err. 0.0502) percentage points. I investigate the following hypothesis: (i) the relative demand for products consumed by high-income households increased because of growth and rising inequality; (ii) in response, firms introduced more new products catering to such households; (iii) as a result, the prices of continuing products in these market segments fell due to increased competitive pressure. Using a shift-share research design, I find causal evidence that increasing relative demand leads to increasing product variety and lower inflation for continuing products. A calibration indicates that the hypothesized channel accounts for a large fraction (over 50%) of observed inflation inequality."
WOS:000451280400003,"We organized business associations for the owner-managers of young Chinese firms to study the effect of business networks on firm performance. We randomized 2,820 firms into small groups whose managers held monthly meetings for one year, and into a ""no-meetings"" control group. We find the following. (i) The meetings increased firm revenue by 8.1%, and also significantly increased profit, factors, inputs, the number of partners, borrowing, and a management score. (ii) These effects persisted one year after the conclusion of the meetings. (iii) Firms randomized to have better peers exhibited higher growth. We exploit additional interventions to document concrete channels. (iv) Managers shared exogenous business-relevant information, particularly when they were not competitors, showing that the meetings facilitated learning from peers. (v) Managers created more business partnerships in the regular than in other one-time meetings, showing that the meetings improved supplier-client matching."
WOS:000435871300007,"This article studies how a recommender system may incentivize users to learn about a product collaboratively. To improve the incentives for early exploration, the optimal design trades off fully transparent disclosure by selectively overrecommending the product (or ""spamming"") to a fraction of users. Under the optimal scheme, the designer spams very little on a product immediately after its release but gradually increases its frequency; she stops it altogether when she becomes sufficiently pessimistic about the product. The recommender's product research and intrinsic/naive users ""seed"" incentives for user exploration and determine the speed and trajectory of social learning. Potential applications for various Internet recommendation platforms and implications for review/ratings inflation are discussed."
WOS:000423802600007,"We explore the role of natural characteristics in determining the worldwide spatial distribution of economic activity, as proxied by lights at night, observed across 240,000 grid cells. A parsimonious set of 24 physical geography attributes explains 47% of worldwide variation and 35% of within-country variation in lights. We divide geographic characteristics into two groups, those primarily important for agriculture and those primarily important for trade, and confront a puzzle. In examining within-country variation in lights, among countries that developed early, agricultural variables incrementally explain over 6 times as much variation in lights as do trade variables, while among late developing countries the ratio is only about 1.5, even though the latter group is far more dependent on agriculture. Correspondingly, the marginal effects of agricultural variables as a group on lights are larger in absolute value, and those for trade smaller, for early developers than for late developers. We show that this apparent puzzle is explained by persistence and the differential timing of technological shocks in the two sets of countries. For early developers, structural transformation due to rising agricultural productivity began when transport costs were still high, so cities were localized in agricultural regions. When transport costs fell, these agglomerations persisted. In late-developing countries, transport costs fell before structural transformation. To exploit urban scale economies, manufacturing agglomerated in relatively few, often coastal, locations. Consistent with this explanation, countries that developed earlier are more spatially equal in their distribution of education and economic activity than late developers."
WOS:000412764300008,"Starting in the early 1990s, countries in southern Europe experienced low productivity growth alongside declining real interest rates. We use data for manufacturing firms in Spain between 1999 and 2012 to document a significant increase in the dispersion of the return to capital across firms, a stable dispersion of the return to labor, and a significant increase in productivity losses from capital misallocation over time. We develop a model with size-dependent financial frictions that is consistent with important aspects of firms' behavior in production and balance sheet data. We illustrate how the decline in the real interest rate, often attributed to the euro convergence process, leads to a significant decline in sectoral total factor productivity as capital inflows are misallocated toward firms that have higher net worth but are not necessarily more productive. We show that similar trends in dispersion and productivity losses are observed in Italy and Portugal but not in Germany, France, and Norway."
WOS:000406177000011,
WOS:000365535400007,"How do the media affect public support for democratic institutions in a fragile democracy? What role do they play in a dictatorial regime? We study these questions in the context of Germany of the 1920s and 1930s. During the democratic period, when the Weimar government introduced progovernment political news, the growth of Nazi popularity slowed down in areas with access to radio. This effect was reversed during the campaign for the last competitive election as a result of the pro-Nazi radio broadcast following Hitler's appointment as chancellor. During the consolidation of dictatorship, radio propaganda helped the Nazis enroll new party members. After the Nazis established their rule, radio propaganda incited anti-Semitic acts and denunciations of Jews to authorities by ordinary citizens. The effect of anti-Semitic propaganda varied depending on the listeners' predispositions toward the message. Nazi radio was most effective in places where anti-Semitism was historically high and had a negative effect in places with historically low anti-Semitism."
WOS:000365535400004,"We study fiscal and monetary policy in a monetary union with the potential for rollover crises in sovereign debt markets. Member-country fiscal authorities lack commitment to repay their debt and choose fiscal policy independently. A common monetary authority chooses inflation for the union, also without commitment. We first describe the existence of a fiscal externality that arises in the presence of limited commitment and leads countries to overborrow; this externality rationalizes the imposition of debt ceilings in a monetary union. We then investigate the impact of the composition of debt in a monetary union, that is the fraction of high-debt versus low-debt members, on the occurrence of self-fulfilling debt crises. We demonstrate that a high-debt country may be less vulnerable to crises and have higher welfare when it belongs to a union with an intermediate mix of high-and low-debt members, than one where all other members are low-debt. This contrasts with the conventional wisdom that all countries should prefer a union with low-debt members, as such a union can credibly deliver low inflation. These findings shed new light on the criteria for an optimal currency area in the presence of rollover crises."
WOS:000351525000001,"We estimate how households trade off immediate costs and uncertain future benefits that occur in the very long run, 100 or more years away. We exploit a unique feature of housing markets in the United Kingdom and Singapore, where residential property ownership takes the form of either leaseholds or freeholds. Leaseholds are temporary, prepaid, and tradable ownership contracts with maturities between 99 and 999 years, while freeholds are perpetual ownership contracts. The price difference between leaseholds and freeholds reflects the present value of perpetual rental income starting at leasehold expiration, and is thus informative about very long-run discount rates. We estimate the price discounts for varying leasehold maturities compared to freeholds and extremely long-run leaseholds via hedonic regressions using proprietary data sets of the universe of transactions in each country. Households discount very long-run cash flows at low rates, assigning high present value to cash flows hundreds of years in the future. For example, 100-year leaseholds are valued at more than 10% less than otherwise identical freeholds, implying discount rates below 2.6% for 100-year claims. JEL Codes: G11, G12, R30."
WOS:000336146600010,"We complement the literature on distributive politics by taking a systematic look at regional favoritism in a large and diverse sample of countries and by employing a broad measure that captures the aggregate distributive effect of many different policies. In particular, we use satellite data on nighttime light intensity and information about the birthplaces of the countries' political leaders. In our panel of 38,427 subnational regions from 126 countries with yearly observations from 1992 to 2009, we find that subnational regions have more intense nighttime light when being the birth region of the current political leader. We argue that this finding provides evidence for regional favoritism. We explore the dynamics and the geographical extent of regional favoritism and show that regional favoritism is most prevalent in countries with weak political institutions and poorly educated citizens. Furthermore, foreign aid inflows and oil rents tend to fuel regional favoritism in weakly institutionalized countries, but not elsewhere. JEL Codes: D72, R11."
WOS:001010970300001,"Close-kin marriage, by sustaining tightly knit family structures, may impede development. We find support for this hypothesis using U.S. state bans on cousin marriage. Our measure of cousin marriage comes from the excess frequency of same-surname marriages, a method borrowed from population genetics that we apply to millions of marriage records from the eighteenth to the twentieth century. Using census data, we first show that married cousins are more rural and have lower-paying occupations. We then turn to an event study analysis to understand how cousin marriage bans affected outcomes for treated birth cohorts. We find that these bans led individuals from families with high rates of cousin marriage to migrate off farms and into urban areas. They also gradually shift to higher-paying occupations. We observe increased dispersion, with individuals from these families living in a wider range of locations and adopting more diverse occupations. Our findings suggest that these changes were driven by the social and cultural effects of dispersed family ties rather than genetics. Notably, the bans also caused more people to live in institutional settings for the elderly, infirm, or destitute, suggesting weaker support from kin."
WOS:000946888200001,"Reducing the emissions of greenhouse gases may be almost impossible without a green transition-a substantial transformation of consumption and production patterns. To study such transitions, we propose a dynamic model, which differs from the common approach in economics in two ways. First, consumption patterns reflect not just changing prices and taxes, but changing values. Transitions of values and technologies create a dynamic complementarity that can help or hinder a green transition. Second, and unlike fictitious social planners, policy makers in democratic societies cannot commit to future policy paths, as they are subject to regular elections. We show that market failures and government failures can interact to prevent a welfare-increasing green transition from materializing or make an ongoing green transition too slow."
WOS:000836125300001,"We develop a novel bounded rationality model of imperfect reasoning as the interaction between automatic (System 1) and analytical (System 2) thinking. In doing so, we formalize the empirical consensus of cognitive psychology using a structural, constrained-optimal economic framework of mental information acquisition about the unknown optimal policy function. A key result is that agents reason less (more) when facing usual (unusual) states of the world, producing state- and history-dependent behavior. Our application is an otherwise standard incomplete-markets model with no a priori behavioral biases. The ergodic distribution of actions and beliefs is characterized by endogenous learning traps, where locally stable state dynamics generate familiar regions of the state space within which behavior appears to follow memory-based heuristics. This results in endogenous behavioral biases that have many empirically desirable properties: the marginal propensity to consume is high even for unconstrained agents, hand-to-mouth status is more frequent and persistent, and there is more wealth inequality than in the standard model."
WOS:000612198000002,"We examine historical banking crises through the lens of bank equity declines, which cover a broad sample of episodes of banking distress with and without banking panics. To do this, we construct a new data set on bank equity returns and narrative information on banking panics for 46 countries over the period of 1870 to 2016. We find that even in the absence of panics, large bank equity declines are associated with substantial credit contractions and output gaps. Although panics are an important amplification mechanism, our results indicate that panics are not necessary for banking crises to have severe economic consequences. Furthermore, panics tend to be preceded by large bank equity declines, suggesting that panics are the result, rather than the cause, of earlier bank losses. We use bank equity returns to uncover a number of forgotten historical banking crises and create a banking crisis chronology that distinguishes between bank equity losses and panics."
WOS:000489163400008,"The best worker is not always the best candidate for manager. In these cases, do firms promote the best potential manager or the best worker in their current job? Using microdata on the performance of sales workers at 131 firms, we find evidence consistent with the Peter Principle, which proposes that firms prioritize current job performance in promotion decisions at the expense of other observable characteristics that better predict managerial performance. We estimate that the costs of promoting workers with lower managerial potential are high, suggesting either that firms are making inefficient promotion decisions or that the benefits of promotion-based incentives are great enough to justify the costs of managerial mismatch. We find that firms manage the costs of the Peter Principle by placing less weight on sales performance in promotion decisions when managerial roles entail greater responsibility and when frontline workers are incentivized by strong pay for performance. JEL Codes: M51, M52, J24, M12, J33, J31."
WOS:000489162800009,"A common objection to ""sin taxes""-corrective taxes on goods that are thought to be overconsumed, such as cigarettes, alcohol, and sugary drinks-is that they often fall disproportionately on low-income consumers. This paper studies the interaction between corrective and redistributive motives in a general optimal taxation framework and delivers empirically implementable formulas for sufficient statistics for the optimal commodity tax. The optimal sin tax is increasing in the price elasticity of demand, increasing in the degree to which lower-income consumers are more biased or more elastic to the tax, decreasing in the extent to which consumption is concentrated among the poor, and decreasing in income effects, because income effects imply that commodity taxes create labor supply distortions. Contrary to common intuitions, stronger preferences for redistribution can increase the optimal sin tax, if lower-income consumers are more responsive to taxes or are more biased. As an application, we estimate the optimal nationwide tax on sugar-sweetened beverages, using Nielsen Homescan data and a specially designed survey measuring nutrition knowledge and self-control. Holding federal income tax rates constant, our estimates imply an optimal federal sugar-sweetened beverage tax of 1 to 2.1 cents per ounce, although optimal city-level taxes could be as much as 60% lower due to cross-border shopping."
WOS:000489162800007,"We analyze a large data set of commercial records produced by Assyrian merchants in the nineteenth century BCE. Using the information from these records, we estimate a structural gravity model of long-distance trade in the Bronze Age. We use our structural gravity model to locate lost ancient cities. In many cases, our estimates confirm the conjectures of historians who follow different methodologies. In some instances, our estimates confirm one conjecture against others. We also structurally estimate ancient city sizes and offer evidence in support of the hypothesis that large cities tend to emerge at the intersections of natural transport routes, as dictated by topography. Finally, we document persistent patterns in the distribution of city sizes across four millennia, find a distance elasticity of trade in the Bronze Age close to modern estimates, and show suggestive evidence that the distribution of ancient city sizes, inferred from trade data, is well approximated by Zipf's law."
WOS:000451281400003,"Much of the variation in international trade volume is driven by firms' extensive margin decisions of whether to participate in export markets. We evaluate how the information potential exporters possess influences their decisions. We estimate a model of export participation in which firms weigh the fixed costs of exporting against the forecasted profits from serving a foreign market. We adopt a moment inequality approach, placing weak assumptions on firms' expectations. The framework allows us to test whether firms differ in the information they have about foreign markets. We find that larger firms possess better knowledge of market conditions in foreign countries, even when those firms have not exported in the past. Quantifying the value of information, we show that, in a typical destination, total exports rise while the number of exporters falls when firms have access to better information to forecast export revenues."
WOS:000435871300002,"Relative-pay concerns have potentially broad labor market implications. In a month-long experiment with Indian manufacturing workers, we randomize whether coworkers within production units receive the same flat daily wage or differential wages according to their (baseline) productivity ranks. When coworkers' productivity is difficult to observe, pay inequality reduces output by 0.45 standard deviations and attendance by 18 percentage points. It also lowers coworkers' ability to cooperate in their own self-interest. However, when workers can clearly perceive that their higher-paid peers are more productive than themselves, pay disparity has no discernible effect on output, attendance, or group cohesion. These findings help inform our understanding of when pay compression is more likely to arise in the labor market."
WOS:000396771300004,"Most international commerce is carried out by multinational firms, which use their foreign affiliates both to serve the market of the host country and to export to other markets outside the host country. In this article, I examine the determinants of multinational firms' location and production decisions and the welfare implications of multinational production. The few existing quantitative general equilibrium models that incorporate multinational firms achieve tractability by assuming away export platforms-that is, they do not allow foreign affiliates of multinationals to export-or by ignoring fixed costs associated with foreign investment. I develop a quantifiable multicountry general equilibrium model, which tractably handles multinational firms that engage in export platform sales and that face fixed costs of foreign investment. I first estimate the model using German firm-level data to uncover the size and nature of costs of multinational enterprise and show that the fixed costs of foreign investment are large. Second, I calibrate the model to data on trade and multinational production for twelve European and North American countries. Counterfactual analysis reveals that multinationals play an important role in transmitting technological improvements to foreign countries and that the pending Canada-EU trade and investment agreement could divert a sizable fraction of the production of EU multinationals from the U.S. to Canada."
WOS:000388576700006,"We use data from the Head Start Impact Study (HSIS) to evaluate the cost-effectiveness of Head Start, the largest early childhood education program in the United States. Head Start draws roughly a third of its participants from competing preschool programs, many of which receive public funds. We show that accounting for the fiscal impacts of such program substitution pushes estimates of Head Start's benefit-cost ratio well above one under a wide range of assumptions on the structure of the market for preschool services and the dollar value of test score gains. To parse the program's test score impacts relative to home care and competing preschools, we selection-correct test scores in each care environment using excluded interactions between experimental assignments and household characteristics. We find that Head Start generates larger test score gains for children who would not otherwise attend preschool and for children who are less likely to participate in the program."
WOS:000380249200002,"GDP per capita and household survey means present conflicting pictures of the rate of economic development in emerging countries. One of the areas in which the national accounts-household surveys debate is key is the measurement of developing world poverty. We propose a data-driven method to assess the relative quality of GDP per capita and survey means by comparing them to the evolution of satellite-recorded nighttime lights. Our main assumption, which is robust to a variety of specification checks, is that the measurement error in nighttime lights is unrelated to the measurement errors in either national accounts or survey means. We obtain estimates of weights on national accounts and survey means in an optimal proxy for true income; these weights are very large for national accounts and very modest for survey means. We conclusively reject the null hypothesis that the optimal weight on surveys is greater than the optimal weight on national accounts, and we generally fail to reject the null hypothesis that the optimal weight on surveys is zero. Additionally, we provide evidence that national accounts are good indicators of desirable outcomes for the poor (such as longer life expectancy, better education and access to safe water), and we show that surveys appear to perform worse in developing countries that are richer and that are growing faster. Therefore, we interpret our results as providing support for estimates of world poverty that are based on national accounts."
WOS:000371602500001,"We propose a new model of exchange rates, based on the hypothesis that the possibility of rare but extreme disasters is an important determinant of risk premia in asset markets. The probability of world disasters as well as each country's exposure to these events is time-varying. This creates joint fluctuations in exchange rates, interest rates, options, and stock markets. The model accounts for a series of major puzzles in exchange rates: excess volatility and exchange rate disconnect, forward premium puzzle and large excess returns of the carry trade, and comovements between stocks and exchange rates. It also makes empirically successful signature predictions regarding the link between exchange rates and telltale signs of disaster risk in currency options."
WOS:000371602500007,"This article develops an idea flows theory of trade and growth with heterogeneous firms. Entrants learn from incumbent firms, and the diffusion technology is such that learning depends not on the frontier technology, but on the entire distribution of productivity. By shifting the productivity distribution upward, selection causes technology diffusion, and in equilibrium this dynamic selection process leads to endogenous growth without scale effects. On the balanced growth path, the productivity distribution is a traveling wave with a lower bound that increases over time. The free entry condition implies trade liberalization must increase the dynamic selection rate to offset the profits from new export opportunities. Consequently, trade integration raises long-run growth. Dynamic selection is a new source of gains from trade not found when firms are homogeneous. Calibrating the model implies dynamic selection approximately triples the gains from trade compared to heterogeneous firm economies with static steady states."
WOS:000818056100001,"A large literature in cognitive science studies the puzzling ""Flynn effect"" of rising fluid intelligence (reasoning skill) in rich countries. We develop an economic model in which a cohort's mix of skills is determined by different skills' relative returns in the labor market and by the technology for producing skills. We estimate the model using administrative data from Sweden. Combining data from exams taken at military enlistment with earnings records from the tax register, we document an increase in the relative labor market return to logical reasoning skill as compared to vocabulary knowledge. The estimated model implies that changes in labor market returns explain 37% of the measured increase in reasoning skill, and can also explain the decline in knowledge. An original survey of parents, an analysis of trends in school curricula, and an analysis of occupational characteristics show evidence of increasing emphasis on reasoning as compared to knowledge."
WOS:000767684700001,"The recent ascent of right-wing populist movements in several countries has rekindled interest in understanding the causes of the rise of fascism in the interwar years. In this article, we argue that there was a strong link between the surge of support for the Socialist Party after World War I and the subsequent emergence of fascism in Italy. We first develop a source of variation in socialist support across Italian municipalities in the 1919 election based on war casualties from the area. We show that these casualties are unrelated to a battery of political, economic, and social variables before the war and had a major effect on socialist support (partly because the socialists were the main antiwar political movement). Our main result is that this boost to socialist support (that is ""exogenous"" to the prior political leaning of the municipality) led to greater local fascist activity as measured by local party branches and fascist political violence, and to significantly larger vote share of the Fascist Party in the 1921 and 1924 elections. We provide evidence that landowner associations and greater presence of local elites played an important role in the rise of fascism. Finally, we find greater likelihood of Jewish deportations in 1943-45 and lower vote share for Christian Democrats after World War II in areas with greater early fascist activity."
WOS:000743312400006,"We investigate the wage, employment, and reallocation effects of the introduction of a nationwide minimum wage in Germany that affected 15% of all employees. Based on identification designs that exploit variation in exposure across individuals and local areas, we find that the minimum wage raised wages but did not lower employment. It also led to the reallocation of low-wage workers from smaller to larger, from lower- to higher-paying, and from less to more productive establishments. This worker upgrading accounts for up to 17% of the wage increase induced by the minimum wage. Moreover, at the regional level, average establishment quality increased in more affected areas in the years following the introduction of the minimum wage."
WOS:000743312400007,"This article studies the effect of corporate and personal taxes on innovation in the United States over the twentieth century. We build a panel of the universe of inventors who patented since 1920, and a historical state-level corporate tax database with corporate tax rates and tax base information, which we link to existing data on state-level personal income taxes and other economic outcomes. Our analysis focuses on the effect of personal and corporate income taxes on individual inventors (the micro level) and on states (the macro level), considering the quantity and quality of innovation, its location, and the share produced by the corporate rather than the noncorporate sector. We propose several identification strategies, all of which yield consistent results. We find that higher taxes negatively affect the quantity and the location of innovation, but not average innovation quality. The state-level elasticities to taxes are large and consistent with the aggregation of the individual-level responses of innovation produced and cross-state mobility. Corporate taxes tend to especially affect corporate inventors' innovation production and cross-state mobility. Personal income taxes significantly affect the quantity of innovation overall and the mobility of inventors."
WOS:000743312400002,"During traffic stops, police search black and Hispanic motorists more than twice as often as white motorists, yet those searches are no more likely to yield contraband. We ask whether equalizing search rates by motorist race would reduce contraband yield. We use unique administrative data from Texas to isolate variation in search behavior across and within highway patrol troopers and find that search rates are unrelated to the proportion of searches that yield contraband. We find that troopers can equalize search rates across racial groups, maintain the status quo search rate, and increase contraband yield. Troopers appear to be limited in their ability to discern between motorists who are more or less likely to carry contraband."
WOS:000672777600004,"Global firms finance themselves through foreign subsidiaries, often shell companies in tax havens, which obscures their true economic location in official statistics. We associate the universe of traded securities issued by firms in tax havens with their issuer's ultimate parent and restate bilateral investment positions to better reflect the financial linkages connecting countries around the world. Bilateral portfolio investment from developed countries to firms in large emerging markets is dramatically larger than previously thought. The national accounts of the United States, for example, understate the U.S. position in Chinese firms by nearly $600 billion. Further, we demonstrate how offshore issuance in tax havens affects our understanding of the currency composition of external portfolio liabilities and the nature of foreign direct investment. Finally, we provide additional restatements of bilateral investment positions, including one based on the geographic distribution of sales."
WOS:000593217300001,"This article provides experimental support for the hypothesis that insurance can be a motive for religious donations. We randomize enrollment of members of a Pentecostal church in Ghana into a commercial funeral insurance policy. Then church members allocate money between themselves and a set of religious goods in a series of dictator games with significant stakes. Members enrolled in insurance give significantly less money to their own church compared with members who only receive information about the insurance. Enrollment also reduces giving toward other spiritual goods. We set up a model exploring different, channels of religiously based insurance. The implications of the model and the results from the dictator games suggest that adherents perceive the church as a source of insurance and that this insurance is derived from beliefs in an interventionist God. Survey results suggest that material insurance from the church community is also important and we hypothesize that these two insurance channels exist in parallel."
